Address	Function	Instruction
.text:0000000148E9B83B	sub_148E9B740	                lea     r8, aAssertionFaile_287 ; "Assertion Failed: pPayloadPtr+pSeg->m_c"...
.text:000000014925EFC5	sub_14925EF40	                lea     rax, aMongocCmdAppen ; "_mongoc_cmd_append_payload_as_array"
.text:000000014925F032	sub_14925EF40	                lea     rax, aMongocCmdAppen ; "_mongoc_cmd_append_payload_as_array"
.text:000000014925F134	sub_14925EF40	                lea     rax, aMongocCmdAppen ; "_mongoc_cmd_append_payload_as_array"
.text:000000014925F16E	sub_14925EF40	                lea     rax, aCmdPayloadCmdP ; "cmd->payload && cmd->payload_size"
.text:000000014925F17A	sub_14925EF40	                lea     rax, aMongocCmdAppen ; "_mongoc_cmd_append_payload_as_array"
.text:000000014926462A	sub_1492643E0	                lea     rdx, aPayload_2 ; "payload"
.text:0000000149264E47	sub_149264D00	                lea     rdx, aPayload_2 ; "payload"
.text:0000000149265144	sub_149264F90	                lea     rdx, aPayload_2 ; "payload"
.text:00000001492656E5	sub_149265590	                lea     rdx, aPayload_2 ; "payload"
.text:0000000149265C4E	sub_149265B10	                lea     r8, aPayload_2  ; "payload"
.text:000000014927C8AB	sub_14927C5E0	                lea     r8, aUnknownPayload ; "Unknown Payload Type: %d"
.text:0000000149280C5A	sub_149280C00	                lea     rdx, aPayload_2 ; "payload"
.text:0000000149280CF2	sub_149280C80	                lea     rdx, aPayload_2 ; "payload"
.text:0000000149281610	sub_149281340	                lea     rax, aPayload_2 ; "payload"
.text:0000000149281726	sub_149281340	                lea     r8, aPayload_2  ; "payload"
.text:00000001492817AB	sub_149281340	                lea     r9, aServerPayloadI ; "server payload is invalid BSON"
.text:0000000149281A3D	sub_149281340	                lea     r9, aServerPayloadD ; "server payload did not contain nonce"
.text:0000000149281A46	sub_149281340	                lea     r9, aServerPayloadD_0 ; "server payload did not contain string S"...
.text:0000000149281FB8	sub_149281AC0	                lea     r9, aFailedToAppend_0 ; "Failed to append payload"
.text:0000000149282243	sub_149281AC0	                lea     rax, aPayload_2 ; "payload"
.text:00000001492898CC	sub_1492895E0	                lea     r9, aMalformedBsonP ; "Malformed BSON payload from server"
.text:000000014928B1C8	sub_14928AF60	                lea     r8, aPayload_2  ; "payload"
.text:00000001496F8EA5	sub_1496F8DA0	                lea     r9, aSettingsAckAnd ; "SETTINGS: ACK and payload != 0"
.text:0000000149702FDB	sub_149702FB0	                lea     rcx, aPayloadlen4 ; "payloadlen >= 4"
.text:00000001497F6B94	sub_1497F6B60	                lea     rax, aSendMessagePay ; "send_message_payload_ == nullptr"
.text:00000001497F72B4	sub_1497F71F0	                lea     rax, aSendMessagePay_0 ; "send_message_payload_ != nullptr"
.text:000000014982A662	sub_14982A3C0	                lea     rax, aSendMessagePay_0 ; "send_message_payload_ != nullptr"
.text:000000014987AA56	sub_14987A930	                lea     rax, aOpPayloadSendI ; "!op->payload->send_initial_metadata.sen"...
.text:000000014987AA87	sub_14987A930	                lea     rax, aOpPayloadSendT ; "!op->payload->send_trailing_metadata.se"...
.text:00000001498967F2	sub_149896440	                lea     rax, aBatchPayloadRe ; "batch->payload->recv_initial_metadata.r"...
.text:000000014989D9AC	sub_14989D990	                lea     rax, aBatchPayloadRe ; "batch->payload->recv_initial_metadata.r"...
.text:00000001498DCDFC	sub_1498DCD10	                lea     r12, aGrpcMaxPayload ; "grpc.max_payload_size_for_get"
.text:00000001498E0556	sub_1498E0480	                lea     rax, aOpPayloadRecvI ; "op->payload->recv_initial_metadata.recv"...
.rdata:0000000149E2A820		                                        ; "Cannot push payloads as the virtualizat"...
.rdata:0000000149E2A840		                text "UTF-16LE", 'Cannot push payloads as the virtualization system i'
.rdata:0000000149E2A8C0		                                        ; "Cannot pull payload '%s' as the virtual"...
.rdata:0000000149E2A8E0		                text "UTF-16LE", 'Cannot pull payload ',27h,'%s',27h,' as the virtual'
.rdata:0000000149E482F0		aUpayload:                              ; DATA XREF: sub_1415C9810:loc_1415C9873↑o
.rdata:0000000149E4F4F0		                text "UTF-16LE", 'When true FEditorBulkData will load payloads via th'
.rdata:0000000149E4F600		                text "UTF-16LE", 's .upayload file via sourcecontrol if the first att'
.rdata:0000000149E50E20		                text "UTF-16LE", 'he payload. Bytes required: %lld vs bytes remaining'
.rdata:0000000149E50F20		                                        ; "Cannot load a payload as the package pa"...
.rdata:0000000149E50F40		                text "UTF-16LE", 'Cannot load a payload as the package path is empty!'
.rdata:0000000149E50FA8		                                        ; "Cannot attempt to load the payload '%s'"...
.rdata:0000000149E50FD0		                text "UTF-16LE", 'Cannot attempt to load the payload ',27h,'%s',27h,' '
.rdata:0000000149E51118		                                        ; "Cannot attempt to load the payload '%s'"...
.rdata:0000000149E51140		                text "UTF-16LE", 'Cannot attempt to load the payload ',27h,'%s',27h,' '
.rdata:0000000149E51280		                                        ; "Cannot attempt to load the payload '%s'"...
.rdata:0000000149E512A0		                text "UTF-16LE", 'Cannot attempt to load the payload ',27h,'%s',27h,' '
.rdata:0000000149E513E0		                                        ; "Attempting to load payload from the pac"...
.rdata:0000000149E51400		                text "UTF-16LE", 'Attempting to load payload from the package file ',27h
.rdata:0000000149E51470		                                        ; "Attempting to load a payload via the pa"...
.rdata:0000000149E51490		                text "UTF-16LE", 'Attempting to load a payload via the package traile'
.rdata:0000000149E51518		                                        ; "Could not find the payload '%s' in the "...
.rdata:0000000149E51540		                text "UTF-16LE", 'Could not find the payload ',27h,'%s',27h,' in the '
.rdata:0000000149E516D0		                                        ; "Could not find the payload '%s' in '%s'"
.rdata:0000000149E516F0		                text "UTF-16LE", 'Could not find the payload ',27h,'%s',27h,' in ',27h
.rdata:0000000149E51740		                                        ; "Attempting to load payload from the sid"...
.rdata:0000000149E51760		                text "UTF-16LE", 'Attempting to load payload from the sidecar file: ',27h
.rdata:0000000149E51998		                                        ; "Failed to pull payload '%s'%s"
.rdata:0000000149E519B8		                text "UTF-16LE", 'Failed to pull payload ',27h,'%s',27h,'%s',0
.rdata:0000000149E519F8		                                        ; "Failed to pull payload '%s' as the virt"...
.rdata:0000000149E51A20		                text "UTF-16LE", 'Failed to pull payload ',27h,'%s',27h,' as the virt'
.rdata:0000000149E51AB0		                                        ; "Virtualized payload '%s' is corrupt! Ch"...
.rdata:0000000149E51AD0		                text "UTF-16LE", 'Virtualized payload ',27h,'%s',27h,' is corrupt! Ch'
.rdata:0000000149E51B50		                                        ; "Failed to load payload '%s"
.rdata:0000000149E51B70		                text "UTF-16LE", 'Failed to load payload ',27h,'%s',0
.rdata:0000000149E51BA8		off_149E51BA8   dq offset aPayloadSLoaded ; DATA XREF: sub_1415DE970+1E4↑o
.rdata:0000000149E51BD0		aPayloadSLoaded:                        ; DATA XREF: .rdata:off_149E51BA8↑o
.rdata:0000000149F28350		off_149F28350   dq offset aEmptyPayload ; DATA XREF: sub_141BFB140+17A↑o
.rdata:0000000149F28370		aEmptyPayload:                          ; DATA XREF: .rdata:off_149F28350↑o
.rdata:0000000149F28390		                                        ; "Unable to read full payload"
.rdata:0000000149F283B0		                text "UTF-16LE", 'Unable to read full payload',0
.rdata:0000000149F283E8		                                        ; "Payload Crc failure."
.rdata:0000000149F28408		aPayloadCrcFail:                        ; DATA XREF: .rdata:off_149F283E8↑o
.rdata:0000000149F29F50		                                        ; "Failed to send payload."
.rdata:0000000149F29F70		                text "UTF-16LE", 'Failed to send payload.',0
.rdata:0000000149F30FB0		                text "UTF-16LE", 'When log response payload, log json content only',0
.rdata:0000000149F32C70		off_149F32C70   dq offset aPPayloadSizeLl ; DATA XREF: sub_141C309C0+105↑o
.rdata:0000000149F32C90		aPPayloadSizeLl:                        ; DATA XREF: .rdata:off_149F32C70↑o
.rdata:0000000149F33070		                text "UTF-16LE", 'TTP code: %d, content length: %llu, actual payload '
.rdata:0000000149F33420		off_149F33420   dq offset aPayloadIsIncom
.rdata:0000000149F33440		aPayloadIsIncom:                        ; DATA XREF: .rdata:off_149F33420↑o
.rdata:0000000149F35F50		                text "UTF-16LE", 'An HTTP Get request cannot contain a payload.',0
.rdata:0000000149F36270		                                        ; "FRequestPayloadInFileStream::Open Faile"...
.rdata:0000000149F36290		                text "UTF-16LE", 'FRequestPayloadInFileStream::Open Failed to open %s'
.rdata:0000000149F36310		                db 'cPlatform\HttpRequestPayload.cpp',0
.rdata:0000000149F38F40		                text "UTF-16LE", 'Percentage of the maximum payload for an EventCache'
.rdata:0000000149F390D0		                text "UTF-16LE", 'AnalyticsET.PayloadPercentageOfMaxForWarning',0
.rdata:0000000149F39130		                text "UTF-16LE", 'Time in seconds that flushing an EventCache payload'
.rdata:0000000149F392D0		                text "UTF-16LE", 'AnalyticsET.PayloadFlushTimeSecForWarning',0
.rdata:0000000149F39D48		aMaximumpayload:                        ; DATA XREF: sub_141C384E0+304↑o
.rdata:0000000149F39DD0		                text "UTF-16LE", 'adSize (%d). Payload is currently (%d) bytes, and e'
.rdata:0000000149F3A008		                                        ; "EventCache payload exceeded the maximum"...
.rdata:0000000149F3A030		                text "UTF-16LE", 'EventCache payload exceeded the maximum allowed siz'
.rdata:0000000149F3A1B0		                text "UTF-16LE", 's). Payload size: %.3f KB, %d events. Listing event'
.rdata:0000000149F3AC80		                text "UTF-16LE", ' Payload:%s',0
.rdata:0000000149F3B060		                text "UTF-16LE", '[%s] ET response for [%s]. Code: %d. Payload: %s',0
.rdata:0000000149F53540		                text "UTF-16LE", 'tArrayReplicationKey: %d. Current Payload: [%d/%d]',0
.rdata:0000000149F5AFF0		                dq offset aEnetcloseresul_204 ; "ENetCloseResult::ContentBlockPayloadBit"...
.rdata:0000000149F5B020		                dq offset aEnetcloseresul_207 ; "ENetCloseResult::FieldHeaderPayloadBits"...
.rdata:0000000149F5B030		                dq offset aEnetcloseresul_208 ; "ENetCloseResult::FieldPayloadFail"
.rdata:0000000149F5C1D0		aEnetcloseresul_184 db 'ENetCloseResult::ControlChannelMessagePayloadFail',0
.rdata:0000000149F5C5F0		aEnetcloseresul_204 db 'ENetCloseResult::ContentBlockPayloadBitsFail',0
.rdata:0000000149F5C670		aEnetcloseresul_207 db 'ENetCloseResult::FieldHeaderPayloadBitsFail',0
.rdata:0000000149F5C6A0		aEnetcloseresul_208 db 'ENetCloseResult::FieldPayloadFail',0
.rdata:0000000149F60720		                text "UTF-16LE", 'ENetCloseResult::ControlChannelMessagePayloadFail',0
.rdata:0000000149F60F20		                text "UTF-16LE", 'ENetCloseResult::ContentBlockPayloadBitsFail',0
.rdata:0000000149F61020		                text "UTF-16LE", 'ENetCloseResult::FieldHeaderPayloadBitsFail',0
.rdata:0000000149F61080		                text "UTF-16LE", 'ENetCloseResult::FieldPayloadFail',0
.rdata:0000000149F893D8		off_149F893D8   dq offset aMaxpayloadboun ; DATA XREF: .rdata:off_149F89410↓o
.rdata:0000000149F89410		                                        ; "MaxPayloadBounds"
.rdata:0000000149F89538		aMaxpayloadboun db 'MaxPayloadBounds',0 ; DATA XREF: .rdata:off_149F893D8↑o
.rdata:0000000149F89870		                text "UTF-16LE", 'ChaosVDAABBTreePayloadBoundsElement',0
.rdata:0000000149F89A28		aChaosvdaabbtre_4 db 'ChaosVDAABBTreePayloadBoundsElement',0
.rdata:0000000149F89FB0		off_149F89FB0   dq offset aMaxpayloadboun ; DATA XREF: .rdata:0000000149F8A028↓o
.rdata:0000000149F8A028		                dq offset off_149F89FB0 ; "MaxPayloadBounds"
.rdata:0000000149F8A2A0		                dq offset aChaosvdaabbtre_0 ; "ChaosVDAABBTreePayloadBoundsElement"
.rdata:0000000149FA1630		                text "UTF-16LE", 'Allow AABB tree elements to update internal payload'
.rdata:0000000149FA16F0		                text "UTF-16LE", 'p.aabbtree.updatedirtyelementpayloads',0
.rdata:0000000149FB9D70		aPMaxpayloadsiz:                        ; DATA XREF: sub_140E19030+35↑o
.rdata:0000000149FF26D0		                text "UTF-16LE", 'UniversalObjectLocatorEmptyPayload',0
.rdata:0000000149FF2718		aUniversalobjec_5 db 'UniversalObjectLocatorEmptyPayload',0
.rdata:0000000149FF2778		                dq offset aUniversalobjec_1 ; "UniversalObjectLocatorEmptyPayload"
.rdata:0000000149FF2D60		aPayloadI:                              ; DATA XREF: sub_142482C40+1DB↑o
.rdata:0000000149FF2D78		off_149FF2D78   dq offset aPayload_4    ; DATA XREF: sub_142483550+655↑r
.rdata:0000000149FF2D88		aPayload_4:                             ; DATA XREF: .rdata:off_149FF2D78↑o
.rdata:0000000149FF2F00		aPayloadIsInval:                        ; DATA XREF: sub_142483550+956↑o
.rdata:0000000149FF2F60		                text "UTF-16LE", 'Error_InvalidPayload',0
.rdata:0000000149FF3150		                text "UTF-16LE", 'Unable to parse a payload for an uninitialized frag'
.rdata:0000000149FF31F0		                text "UTF-16LE", 'Unable to parse a payload for a fragment whose type'
.rdata:000000014A19E218		                                        ; "Index FPakEntry does not match Payload "...
.rdata:000000014A19E240		                text "UTF-16LE", 'Index FPakEntry does not match Payload FPakEntry fo'
.rdata:000000014A1AACA0		aPayloadInt32DD:                        ; DATA XREF: sub_142631F10+23B↑o
.rdata:000000014A1AACF0		aPayloadUint32U:                        ; DATA XREF: sub_142631F10+296↑o
.rdata:000000014A1AAD40		aPayloadHex0x08:                        ; DATA XREF: sub_142631F10+2F1↑o
.rdata:000000014A1AADB0		aPayloadFloatFF:                        ; DATA XREF: sub_142631F10+36C↑o
.rdata:000000014A1D61F8		                text "UTF-16LE", 'GPUSceneInstancePayloadDataRW',0
.rdata:000000014A1D6460		                text "UTF-16LE", 'GPUSceneInstancePayloadData',0
.rdata:000000014A1DB670		                text "UTF-16LE", 'GPUScene.InstancePayloadData',0
.rdata:000000014A1DC580		                text "UTF-16LE", 'InstancePayloadUploadBuffer',0
.rdata:000000014A20C8F0		                text "UTF-16LE", 'StructuredBuffer< FInstanceCullingContext::FPayload'
.rdata:000000014A20C968		                text "UTF-16LE", 'InstanceCullingPayloads',0
.rdata:000000014A20CF18		                text "UTF-16LE", 'InstanceCulling.PayloadData',0
.rdata:000000014A2888B0		                text "UTF-16LE", 'visualize payload fields and perform basic lighting'
.rdata:000000014A2BFB00		                text "UTF-16LE", 'RWStructuredBuffer<FIntersectionPayload>',0
.rdata:000000014A355BC8		                                        ; "GPU timeout: A payload (0x%p) on the [0"...
.rdata:000000014A355BF0		                text "UTF-16LE", 'GPU timeout: A payload (0x%p) on the [0x%p, %s] que'
.rdata:000000014A357E90		aQueueD3dcomman_0 db 'Queue.D3DCommandQueue->Signal(Queue.Fence.D3DFence, Payload->Comp'
.rdata:000000014A357EF0		aPayloadQueueD3 db 'Payload->Queue.D3DCommandQueue->GetClockCalibration(&LocalTiming-'
.rdata:000000014A357F60		aPayloadQueueD3_0 db 'Payload->Queue.D3DCommandQueue->GetTimestampFrequency(&LocalTimin'
.rdata:000000014A357FC0		aCurrentqueueFe db 'CurrentQueue.Fence.D3DFence->SetEventOnCompletion(Payload->Comple'
.rdata:000000014A3B0718		                text "UTF-16LE", 'FDefaultPayloadMS',0
.rdata:000000014A3B0740		aDefaultpayload:                        ; DATA XREF: sub_14327A0F0+BF↑o
.rdata:000000014A3B0770		                text "UTF-16LE", 'FPackedMaterialClosestHitPayloadMS',0
.rdata:000000014A3B07C0		                text "UTF-16LE", 'PackedMaterialClosestHitPayloadMS',0
.rdata:000000014A3B32E0		                text "UTF-16LE", '  Message[Offset: %d, ID: %d, PayloadSize: %d, ',0
.rdata:000000014A3B3340		                text "UTF-16LE", '!payload size %d exceeds buffer size (ReadOffset=%d'
.rdata:000000014A3B3428		aPayload_0:                             ; DATA XREF: sub_143283610+1FF↑o
.rdata:000000014A493FA0		                dq offset aMoviescenedyna ; "MovieSceneDynamicBindingPayloadVariable"
.rdata:000000014A499EB0		                text "UTF-16LE", 'MovieSceneDynamicBindingPayloadVariable',0
.rdata:000000014A49A470		aMoviescenedyna_4 db 'MovieSceneDynamicBindingPayloadVariable',0
.rdata:000000014A4D0450		                                        ; "BranchingPointNotifyPayload"
.rdata:000000014A4D0498		                dq offset off_14A4D0450 ; "BranchingPointNotifyPayload"
.rdata:000000014A4D04A0		aBranchingpoint_4 db 'BranchingPointNotifyPayload',0
.rdata:000000014A4D0510		                                        ; "BranchingPointNotifyPayload"
.rdata:000000014A4D0558		                dq offset off_14A4D0510 ; "BranchingPointNotifyPayload"
.rdata:000000014A4F9538		                text "UTF-16LE", 'MovieSceneEventPayloadVariable',0
.rdata:000000014A4F9870		aMoviesceneeven_15 db 'MovieSceneEventPayloadVariable',0
.rdata:000000014A4FA2E0		                dq offset aMoviesceneeven_0 ; "MovieSceneEventPayloadVariable"
.rdata:000000014A4FA920		                text "UTF-16LE", 'MovieSceneDirectorBlueprintConditionPayloadVariable'
.rdata:000000014A4FAC08		aMoviescenedire_2 db 'MovieSceneDirectorBlueprintConditionPayloadVariable',0
.rdata:000000014A5025C8		                dq offset aEventpayload ; "EventPayload"
.rdata:000000014A50D920		aEventpayload:                          ; DATA XREF: sub_1436FCF30+18↑o
.rdata:000000014A50E610		aEventpayload_0 db 'EventPayload',0     ; DATA XREF: .data:000000014D23F720↓o
.rdata:000000014A599910		off_14A599910   dq offset aPayload_5    ; DATA XREF: .rdata:000000014A599B18↓o
.rdata:000000014A599B18		                dq offset off_14A599910 ; "Payload"
.rdata:000000014A599CD0		aPayload_5      db 'Payload',0          ; DATA XREF: .rdata:off_14A599910↑o
.rdata:000000014A5C65E0		                text "UTF-16LE", 'FrameGrabber_AppendFramePayload',0
.rdata:000000014A5C69E0		                text "UTF-16LE", 'UFrameGrabberProtocol::GetFramePayload',0
.rdata:000000014A5F5020		                dq offset aEhttpreplayres_12 ; "EHttpReplayResult::InvalidPayload"
.rdata:000000014A5F5128		aEhttpreplayres_12 db 'EHttpReplayResult::InvalidPayload',0
.rdata:000000014A5FB630		                text "UTF-16LE", 'EHttpReplayResult::InvalidPayload',0
.rdata:000000014A6061B8		aEmptypayload:                          ; DATA XREF: sub_143AC1E10+18↑o
.rdata:000000014A6061E8		aEmptypayload_0 db 'EmptyPayload',0     ; DATA XREF: .data:000000014D2516C8↓o
.rdata:000000014A6061F8		aBracketpayload:                        ; DATA XREF: sub_143AC1E50+18↑o
.rdata:000000014A6063F0		aBracketpayload_0 db 'BracketPayload',0 ; DATA XREF: .data:000000014D251700↓o
.rdata:000000014A606400		                text "UTF-16LE", 'AnimationTrackPayload',0
.rdata:000000014A606470		aAnimationtrack_8 db 'AnimationTrackPayload',0
.rdata:000000014A606488		                text "UTF-16LE", 'AnimationTrackAddedPayload',0
.rdata:000000014A6065E8		aAnimationtrack_9 db 'AnimationTrackAddedPayload',0
.rdata:000000014A606608		                text "UTF-16LE", 'SequenceLengthChangedPayload',0
.rdata:000000014A606A68		aSequencelength_1 db 'SequenceLengthChangedPayload',0
.rdata:000000014A606A88		                text "UTF-16LE", 'FrameRateChangedPayload',0
.rdata:000000014A606EB0		aFrameratechang_0 db 'FrameRateChangedPayload',0
.rdata:000000014A606F28		aCurvepayload:                          ; DATA XREF: sub_143AC1F90+18↑o
.rdata:000000014A6072D0		aCurvepayload_0 db 'CurvePayload',0     ; DATA XREF: .data:000000014D251818↓o
.rdata:000000014A6072E0		                text "UTF-16LE", 'CurveScaledPayload',0
.rdata:000000014A607668		aCurvescaledpay_0 db 'CurveScaledPayload',0 ; DATA XREF: .data:000000014D251850↓o
.rdata:000000014A607788		                text "UTF-16LE", 'CurveRenamedPayload',0
.rdata:000000014A608008		aCurverenamedpa_0 db 'CurveRenamedPayload',0 ; DATA XREF: .data:000000014D251888↓o
.rdata:000000014A608128		                text "UTF-16LE", 'CurveFlagsChangedPayload',0
.rdata:000000014A608D08		aCurveflagschan_0 db 'CurveFlagsChangedPayload',0
.rdata:000000014A608D48		                text "UTF-16LE", 'AttributePayload',0
.rdata:000000014A609188		aAttributepaylo_0 db 'AttributePayload',0 ; DATA XREF: .data:000000014D2518F8↓o
.rdata:000000014A6091A0		                text "UTF-16LE", 'AnimDataModelNotifPayload',0
.rdata:000000014A609578		aAnimdatamodeln_0 db 'AnimDataModelNotifPayload',0
.rdata:000000014A609A70		off_14A609A70   dq offset aPayload_5    ; DATA XREF: .rdata:000000014A609AC8↓o
.rdata:000000014A609AC8		                dq offset off_14A609A70 ; "Payload"
.rdata:000000014A60A070		                dq offset aEmptypayload ; "EmptyPayload"
.rdata:000000014A60A098		                dq offset aBracketpayload ; "BracketPayload"
.rdata:000000014A60A0C0		                dq offset aAnimationtrack ; "AnimationTrackPayload"
.rdata:000000014A60A0E8		                dq offset aAnimationtrack_0 ; "AnimationTrackAddedPayload"
.rdata:000000014A60A110		                dq offset aSequencelength ; "SequenceLengthChangedPayload"
.rdata:000000014A60A138		                dq offset aFrameratechang ; "FrameRateChangedPayload"
.rdata:000000014A60A160		                dq offset aCurvepayload ; "CurvePayload"
.rdata:000000014A60A188		                dq offset aCurvescaledpay ; "CurveScaledPayload"
.rdata:000000014A60A1B0		                dq offset aCurverenamedpa ; "CurveRenamedPayload"
.rdata:000000014A60A1D8		                dq offset aCurveflagschan ; "CurveFlagsChangedPayload"
.rdata:000000014A60A200		                dq offset aAttributepaylo ; "AttributePayload"
.rdata:000000014A60A228		                dq offset aAnimdatamodeln ; "AnimDataModelNotifPayload"
.rdata:000000014A6398C0		                text "UTF-16LE", 'ExternalSpatialAccelerationPayload',0
.rdata:000000014A63A298		aExternalspatia_0 db 'ExternalSpatialAccelerationPayload',0
.rdata:000000014A63A2E8		                dq offset aExternalspatia ; "ExternalSpatialAccelerationPayload"
.rdata:000000014A793A40		                                        ; "BranchingPointPayload"
.rdata:000000014A793A88		                dq offset off_14A793A40 ; "BranchingPointPayload"
.rdata:000000014A793A90		aBranchingpoint_5 db 'BranchingPointPayload',0 ; DATA XREF: .rdata:off_14A793A40↑o
.rdata:000000014A7ABF60		                text "UTF-16LE", 'BranchingPointNotifyPayload',0
.rdata:000000014A7AD298		                dq offset aBranchingpoint_3 ; "BranchingPointNotifyPayload"
.rdata:000000014A8A87F8		                                        ; "UActorChannel::ReadContentBlockPayload:"...
.rdata:000000014A8A8820		                text "UTF-16LE", 'UActorChannel::ReadContentBlockPayload: ReadContent'
.rdata:000000014A8A8960		                text "UTF-16LE", 'UActorChannel::ReceivedBunch: Read NumPayloadBits F'
.rdata:000000014A8A8A60		                                        ; "ReadFieldHeaderAndPayload: NetFieldExpo"...
.rdata:000000014A8A8A80		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: NetFieldExportGroup was '
.rdata:000000014A8A8B08		                                        ; "ReadFieldHeaderAndPayload: Error readin"...
.rdata:000000014A8A8B30		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: Error reading NetFieldEx'
.rdata:000000014A8A8BC8		                                        ; "ReadFieldHeaderAndPayload: NetFieldExpo"...
.rdata:000000014A8A8BF0		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: NetFieldExportHandle too'
.rdata:000000014A8A8CB0		                                        ; "ReadFieldHeaderAndPayload: NetFieldExpo"...
.rdata:000000014A8A8CD0		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: NetFieldExport.Compatibl'
.rdata:000000014A8A8DC0		                                        ; "ReadFieldHeaderAndPayload: GetFromCheck"...
.rdata:000000014A8A8DE0		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: GetFromChecksum failed ('
.rdata:000000014A8A8EB0		                                        ; "ReadFieldHeaderAndPayload: Error readin"...
.rdata:000000014A8A8ED0		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: Error reading RepIndex. '
.rdata:000000014A8A8F50		                                        ; "ReadFieldHeaderAndPayload: RepIndex too"...
.rdata:000000014A8A8F70		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: RepIndex too large. Obje'
.rdata:000000014A8A8FE8		                                        ; "ReadFieldHeaderAndPayload: GetFromIndex"...
.rdata:000000014A8A9010		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: GetFromIndex failed. Obj'
.rdata:000000014A8A9088		                                        ; "ReadFieldHeaderAndPayload: Error readin"...
.rdata:000000014A8A90B0		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: Error reading numbits. O'
.rdata:000000014A8A9148		                                        ; "ReadFieldHeaderAndPayload: Error readin"...
.rdata:000000014A8A9170		                text "UTF-16LE", 'ReadFieldHeaderAndPayload: Error reading payload. O'
.rdata:000000014AA7C5C0		                text "UTF-16LE", 'ing payload. Owner: %s, Name: %s, NetFieldExportHan'
.rdata:000000014AA7CE20		                text "UTF-16LE", 'ing array index element payload. Index: %i, Owner: '
.rdata:000000014AA90AE0		                text "UTF-16LE", 'InstancePayloadDataOffset',0
.rdata:000000014AA90B50		                text "UTF-16LE", 'InstancePayloadDataStride',0
.rdata:000000014AA90B88		                text "UTF-16LE", 'InstancePayloadExtensionSize',0
.rdata:000000014AACF078		aUpdatepayloado:                        ; DATA XREF: sub_14463CC80+6↑o
.rdata:000000014AC37E50		                text "UTF-16LE", 'NiagaraCollisionEventPayload',0
.rdata:000000014AC38038		aNiagaracollisi_5 db 'NiagaraCollisionEventPayload',0
.rdata:000000014AC38160		                dq offset aNiagaracollisi_3 ; "NiagaraCollisionEventPayload"
.rdata:000000014AE31120		                text "UTF-16LE", 'Error Processing PayloadObjects (Reason: ({0})',0
.rdata:000000014AE34D20		                text "UTF-16LE", ') | Payload: %s',0
.rdata:000000014AE34F80		                text "UTF-16LE", 'Interserver RPC - Failed to Find Owner | Payload: %'
.rdata:000000014AE4AD90		off_14AE4AD90   dq offset aPayload_5    ; DATA XREF: .rdata:000000014AE4AE10↓o
.rdata:000000014AE4AE10		                dq offset off_14AE4AD90 ; "Payload"
.rdata:000000014AE52C80		                text "UTF-16LE", '%s: An event with an invalid tag and payload has be'
.rdata:000000014AE54E70		aPayload_1:                             ; DATA XREF: sub_14508B490:loc_14508B70B↑o
.rdata:000000014AE576F0		off_14AE576F0   dq offset aPayloadstruct ; DATA XREF: .rdata:off_14AE57770↓o
.rdata:000000014AE57770		                                        ; "PayloadStruct"
.rdata:000000014AE57780		aPayloadstruct  db 'PayloadStruct',0    ; DATA XREF: .rdata:off_14AE576F0↑o
.rdata:000000014AE64830		aInpayloaddataf:                        ; DATA XREF: sub_1450BC820+6↑o
.rdata:000000014B11F1E8		                dq offset aUdroppayloadin ; "UDropPayloadInterface"
.rdata:000000014B11F2C8		aUdroppayloadin:                        ; DATA XREF: .rdata:000000014B11F1E8↑o
.rdata:000000014B126070		aDroppayloadint:                        ; DATA XREF: sub_1458E1330+46↑o
.rdata:000000014B2794E0		off_14B2794E0   dq offset aPayloadname  ; DATA XREF: .rdata:off_14B279588↓o
.rdata:000000014B279588		                                        ; "PayloadName"
.rdata:000000014B2797D0		aPayloadname    db 'PayloadName',0      ; DATA XREF: .rdata:off_14B2794E0↑o
.rdata:000000014B3FF0E0		                                        ; "bRequestItemPayload"
.rdata:000000014B3FF128		                dq offset off_14B3FF0E0 ; "bRequestItemPayload"
.rdata:000000014B3FF158		aBrequestitempa db 'bRequestItemPayload',0 ; DATA XREF: .rdata:off_14B3FF0E0↑o
.rdata:000000014B402E60		                text "UTF-16LE", 'SendStoragePayload',0
.rdata:000000014B402ED8		aSendstoragepay_0 db 'SendStoragePayload',0 ; DATA XREF: .rdata:000000014B403AC8↓o
.rdata:000000014B403AC8		                dq offset aSendstoragepay_0 ; "SendStoragePayload"
.rdata:000000014B405BD0		                dq offset aSendstoragepay_0 ; "SendStoragePayload"
.rdata:000000014B463EE8		                text "UTF-16LE", 'MouseoverUIDataPayload',0
.rdata:000000014B4640E8		aMouseoveruidat_1 db 'MouseoverUIDataPayload',0
.rdata:000000014B464210		                dq offset aMouseoveruidat ; "MouseoverUIDataPayload"
.rdata:000000014B48DC08		                dq offset aNodelevelingme ; "NodeLevelingMessagePayload"
