Address	Function	Instruction
.text:0000000145984BC8	sub_145984BB0	                lea     r8, aEcharacterclas ; "ECharacterClass"
.text:0000000145985416	sub_1459853A0	                lea     rdx, aCharactercitiz ; "CharacterCitizenRepItem_ReputationValue"...
.text:0000000145985456	sub_1459853A0	                lea     rdx, aCharactercitiz_1 ; "CharacterCitizenRepItem_CitizenshipStat"...
.text:0000000145985496	sub_1459853A0	                lea     rdx, aCharactercitiz_2 ; "CharacterCitizenRepItem_CitizenshipStat"...
.text:00000001459854D6	sub_1459853A0	                lea     rdx, aCharactercitiz_3 ; "CharacterCitizenRepItem_Unaffiliated"
.text:0000000145985598	sub_145985580	                lea     r8, aEcharacterclas ; "ECharacterClass"
.text:000000014598847F	sub_145988470	                lea     rdx, off_14B23B1C0 ; "ConditionallyReturnToCharacterOnServer"
.text:0000000145988EF8	sub_145988EE0	                lea     r8, aFcharactercrea ; "FCharacterCreatorRadialWidgetType"
.text:0000000145988F98	sub_145988F80	                lea     r8, aEcharactercrea_1 ; "ECharacterCreatorSlateSizeType"
.text:0000000145988FD8	sub_145988FC0	                lea     r8, aEcharactercrea_2 ; "ECharacterCreatorSlateColorStyle"
.text:0000000145989118	sub_145989100	                lea     r8, aCharactercusto_16 ; "CharacterCustomizationHitInfo"
.text:0000000145989158	sub_145989140	                lea     r8, aAoccharactercr_0 ; "AoCCharacterCreatorAnimInstanceProxy"
.text:00000001459891C6	sub_145989180	                lea     rdx, aCharactercreat_0 ; "CharacterCreatorAnimInstance"
.text:0000000145989418	sub_145989400	                lea     r8, aCharactercusto_17 ; "CharacterCustomizationMorphSectionsStru"...
.text:0000000145989468	sub_145989450	                lea     r8, aCharactercusto_18 ; "CharacterCustomizationBoneSectionsStruc"...
.text:00000001459894D6	sub_145989490	                lea     rdx, aCharactercreat_1 ; "CharacterCreatorSubsystem"
.text:00000001459895B6	sub_145989570	                lea     rdx, aCharactercreat_2 ; "CharacterCreatorButton"
.text:0000000145989AB6	sub_145989A70	                lea     rdx, aCharactercreat_3 ; "CharacterCreatorActor"
.text:0000000145989B66	sub_145989B20	                lea     rdx, aCharactercreat_4 ; "CharacterCreatorCharacterIcon"
.text:0000000145989BE8	sub_145989BD0	                lea     r8, aCharactercreat_5 ; "CharacterCreatorSlateStyle"
.text:0000000145989C98	sub_145989C80	                lea     r8, aCharactercreat_6 ; "CharacterCreator2DSliderStyle"
.text:0000000145989EF6	sub_145989EB0	                lea     rdx, aCharactercreat_7 ; "CharacterCreatorColorPicker"
.text:000000014598A2A6	sub_14598A260	                lea     rdx, aCharactercreat_8 ; "CharacterCreator2DSlider"
.text:000000014598A386	sub_14598A340	                lea     rdx, aCharactercreat_9 ; "CharacterCreatorMorphSphere"
.text:000000014598A6A6	sub_14598A660	                lea     rdx, aCharactercreat_10 ; "CharacterCreatorPreviewImage"
.text:000000014598A758	sub_14598A740	                lea     r8, aCharactercusto_19 ; "CharacterCustomizationIcon"
.text:000000014598A856	sub_14598A810	                lea     rdx, aCharactercreat_11 ; "CharacterCreatorPreviewImageManager"
.text:000000014598AD26	sub_14598ACE0	                lea     rdx, aCharactercreat_12 ; "CharacterCreatorRadialMenuButton"
.text:000000014598ADD8	sub_14598ADC0	                lea     r8, aCharactercreat_13 ; "CharacterCreatorRadialWidgetButton"
.text:000000014598AE46	sub_14598AE00	                lea     rdx, aCharactercreat_14 ; "CharacterCreatorRadialWidget"
.text:000000014598CF16	sub_14598CED0	                lea     rdx, aCharactercreat_15 ; "CharacterCreatorAnimInstanceInterface"
.text:000000014598F0DA	sub_14598F080	                lea     rdx, aCharactermovem_34 ; "CharacterMovement"
.text:000000014598F128	sub_14598F110	                lea     r8, aCharactermovem_35 ; "CharacterMovementRecordBase"
.text:000000014598F288	sub_14598F270	                lea     r8, aCharactermovem_36 ; "CharacterMovementRecord"
.text:000000014598F2F8	sub_14598F2E0	                lea     r8, aCharacterprofe ; "CharacterProfessionsRecord"
.text:000000014598FAB6	sub_14598FA70	                lea     rdx, aCharactercreat_16 ; "CharacterCreatorUI"
.text:000000014598FB68	sub_14598FB50	                lea     r8, aCharacterrelat ; "CharacterRelationshipRecordBase"
.text:000000014598FBFA	sub_14598FBA0	                lea     rdx, aCharacterrelat_0 ; "CharacterRelationship"
.text:000000014598FD88	sub_14598FD70	                lea     r8, aCharacterrelat_1 ; "CharacterRelationshipRecord"
.text:000000014598FE26	sub_14598FDE0	                lea     rdx, aCharactercreat_17 ; "CharacterCreatorValueSlider"
.text:00000001459900E8	sub_1459900D0	                lea     r8, aCharactercusto_20 ; "CharacterCustomizationEntitlementsRecor"...
.text:00000001459906D8	sub_1459906C0	                lea     r8, aCharactercusto_21 ; "CharacterCustomizationLightRigRecordBas"...
.text:000000014599076A	sub_145990710	                lea     rdx, aCharactercusto_22 ; "CharacterCustomizationLightRig"
.text:0000000145990868	sub_145990850	                lea     r8, aCharactercusto_23 ; "CharacterCustomizationLightRigRecord"
.text:0000000145990B18	sub_145990B00	                lea     r8, aCharacterdebug ; "CharacterDebugInfo"
.text:0000000145990C06	sub_145990BC0	                lea     rdx, aCharactermenu ; "CharacterMenu"
.text:0000000145990CB6	sub_145990C70	                lea     rdx, aCharactercreat_18 ; "CharacterCreatorWidgetComponent"
.text:0000000145990DC8	sub_145990DB0	                lea     r8, aCharactercusto_24 ; "CharacterCustomizationEntitlementsRecor"...
.text:0000000145990E08	sub_145990DF0	                lea     r8, aEcharacterdete ; "ECharacterDetectionType"
.text:0000000145990E9A	sub_145990E40	                lea     rdx, aCharactercusto_25 ; "CharacterCustomizationEntitlements"
.text:00000001459911A6	sub_145991160	                lea     rdx, aCharacterduals ; "CharacterDualStatItem"
.text:00000001459912E6	sub_1459912A0	                lea     rdx, aCharacterentry ; "CharacterEntry"
.text:0000000145991696	sub_145991650	                lea     rdx, aCharacternamep ; "CharacterNameplate"
.text:0000000145991718	sub_145991700	                lea     r8, aCharacterloadt ; "CharacterLoadTracker"
.text:0000000145991946	sub_145991900	                lea     rdx, aCharactermeshs ; "CharacterMeshSystem"
.text:00000001459919E8	sub_1459919D0	                lea     r8, aCharacterprofe_0 ; "CharacterProfessionsRecordBase"
.text:0000000145991A7A	sub_145991A20	                lea     rdx, aCharacterprofe_1 ; "CharacterProfessions"
.text:0000000145991BD8	sub_145991BC0	                lea     r8, aCharactermorph ; "CharacterMorphRecordBase"
.text:0000000145991C6A	sub_145991C10	                lea     rdx, aCharactermorph_0 ; "CharacterMorph"
.text:0000000145991D78	sub_145991D60	                lea     r8, aCharactermorph_1 ; "CharacterMorphRecord"
.text:000000014599423F	sub_145994230	                lea     rdx, off_14B250438 ; "HandleCharacterButtonClicked"
.text:0000000145994316	sub_1459942D0	                lea     rdx, aCharacterdetec ; "CharacterDetectionBoxComponent"
.text:00000001459955B6	sub_145995570	                lea     rdx, aCharacterselec ; "CharacterSelection"
.text:0000000145995698	sub_145995680	                lea     r8, aAoccharacterst ; "AoCCharacterStableAnimInstanceProxy"
.text:00000001459958A6	sub_145995860	                lea     rdx, aCharacterstabl ; "CharacterStableAnimInstance"
.text:0000000145996036	sub_145995FF0	                lea     rdx, aCharacterstatb ; "CharacterStatBlock"
.text:00000001459963B6	sub_145996370	                lea     rdx, aCharacterstati ; "CharacterStatItem"
.text:0000000145996796	sub_145996750	                lea     rdx, aCharacterstatg ; "CharacterStatGrid"
.text:0000000145997146	sub_145997100	                lea     rdx, aCharactersheet ; "CharacterSheet"
.text:00000001459971F6	sub_1459971B0	                lea     rdx, aCharacterstatu ; "CharacterStatusBars"
.text:0000000145997586	sub_145997540	                lea     rdx, aCharacterstats ; "CharacterStatsGrid"
.text:00000001459977A6	sub_145997760	                lea     rdx, aCharacterstats_0 ; "CharacterStatsPanel"
.text:00000001459998CF	sub_1459998C0	                lea     rdx, off_14B259B18 ; "UpdateCharacterData"
.text:000000014599ADD8	sub_14599ADC0	                lea     r8, aCharacterchati ; "CharacterChatInfo"
.text:00000001459A21A6	sub_1459A2160	                lea     rdx, aChildcharacter ; "ChildCharacterComponent"
.text:00000001459E1C66	sub_1459E1C20	                lea     rdx, aCsCharacterent ; "CS_CharacterEntry"
.text:00000001459E522B	sub_1459E5050	                lea     r9, aSelectACharact ; "Select a character."
.text:00000001459E531B	sub_1459E5050	                lea     r9, aWaitingForChar ; "Waiting for character data validation.."...
.text:00000001459E7066	sub_1459E7020	                lea     rdx, aCustomizationc ; "CustomizationCharacterSocket"
.text:00000001459E8C66	sub_1459E8C20	                lea     rdx, aCustomizationc_0 ; "CustomizationCharacterLighting"
.text:0000000145A2A158	sub_145A2A140	                lea     r8, aIgnoredcharact ; "IgnoredCharacters"
.text:0000000145A2A418	sub_145A2A400	                lea     r8, aCharacterdata ; "CharacterData"
.text:0000000145A39C68	sub_145A39C50	                lea     r8, aGamecharacterr ; "GameCharacterRenderingCombatSettings"
.text:0000000145A3A776	sub_145A3A730	                lea     rdx, aFriendlytarget ; "FriendlyTargetCharacter"
.text:0000000145A3F407	sub_145A3F2A0	                lea     rdx, aFriendsCharact ; "Friends_CharacterDoesNotExist"
.text:0000000145A3F42E	sub_145A3F2A0	                lea     r9, aCharacterNotFo ; "Character not found"
.text:0000000145A3F443	sub_145A3F2A0	                lea     rdx, aFriendsCharact_0 ; "Friends_CharacterInFriendsList"
.text:0000000145A3F46A	sub_145A3F2A0	                lea     r9, aThisCharacterI ; "This Character is on your Friend List."
.text:0000000145A3F47F	sub_145A3F2A0	                lea     rdx, aFriendsCharact_1 ; "Friends_CharacterInIgnoreList"
.text:0000000145A3F4A6	sub_145A3F2A0	                lea     r9, aThisCharacterI_0 ; "This Character is on your Ignore List"
.text:0000000145A5F352	sub_145A5F2C0	                lea     rdx, aGuildcreationI ; "GuildCreation_InvalidCharacter"
.text:0000000145A5F37B	sub_145A5F2C0	                lea     r9, aInvalidCharact_0 ; "Invalid character, only letters and spa"...
.text:0000000145A79DB8	sub_145A79DA0	                lea     r8, aIcscharacterda ; "ICSCharacterData"
.text:0000000145A7A938	sub_145A7A920	                lea     r8, aSavecharacterr ; "SaveCharacterReply"
.text:0000000145A932E6	sub_145A932A0	                lea     rdx, aIntrepidcharac ; "IntrepidCharacter"
.text:0000000145B202B8	sub_145B202A0	                lea     r8, aMailcharacterr ; "MailCharacterRecord"
.text:0000000145B39BF2	sub_145B39BB0	                lea     rdx, aEditdescriptio ; "EditDescription_CharacterLimitFormat"
.text:0000000145B4B02F	sub_145B4B020	                lea     rdx, off_14B45DBD0 ; "GetCharacterAttachSockets"
.text:0000000145B84214	sub_145B840F0	                lea     rdx, aEditdescriptio_0 ; "EditDescription_CharacterLimitFullForma"...
.text:0000000145B8423D	sub_145B840F0	                lea     r9, aCurlengthMaxle_0 ; "{CurLength}/{MaxLength} Characters"
.text:0000000145B97B9F	sub_145B97B90	                lea     rdx, off_14B4CD480 ; "GetHoveredCharacterGuid"
.text:0000000145B9F9B8	sub_145B9F9A0	                lea     r8, aPlayercharacte ; "PlayerCharacterAudioRecordBase"
.text:0000000145B9FA4A	sub_145B9F9F0	                lea     rdx, aPlayercharacte_0 ; "PlayerCharacterAudio"
.text:0000000145B9FB48	sub_145B9FB30	                lea     r8, aPlayercharacte_1 ; "PlayerCharacterAudioRecord"
.text:0000000145BB7666	sub_145BB7620	                lea     rdx, aPreviewcharact ; "PreviewCharacter"
.text:0000000145BE68EF	sub_145BE68E0	                lea     rdx, off_14B52B000 ; "GetHoveredCharacterGuid"
.text:0000000145C085D8	sub_145C085C0	                lea     r8, aEcharactercrea_3 ; "ECharacterCreator2DSliderShape"
.text:0000000145C21B4F	sub_145C21B10	                lea     rdx, aCharactercreat_19 ; "CharacterCreatorLibrary"
.text:0000000145C359D8	sub_145C359C0	                lea     r8, aAttachedcharac_2 ; "AttachedCharacterSpawnData"
.text:0000000145C6D65F	sub_145C6D650	                lea     rdx, off_14B5E7F20 ; "HandleCharacterLevelChanged"
.text:0000000145D48FAB	sub_145D48F80	                lea     rcx, aServercharacte ; "ServerCharacterSetup_Validate"
.text:0000000145D4AF5B	sub_145D4AF30	                lea     rcx, aServerdisplayc ; "ServerDisplayCharactersOnMap_Validate"
.text:0000000145D74FA6	sub_145D74F60	                lea     rdx, aCharacterinfo ; "CharacterInfo"
.text:0000000145D75056	sub_145D75010	                lea     rdx, aCharactercomba ; "CharacterCombatInfo"
.text:0000000145D75106	sub_145D750C0	                lea     rdx, aCharactersecon ; "CharacterSecondaryInfo"
.text:0000000145D751B6	sub_145D75170	                lea     rdx, aBasecharacter ; "BaseCharacter"
.text:0000000145D760E8	sub_145D760D0	                lea     r8, aEcharactertele ; "ECharacterTeleportState"
.text:0000000145D850E8	sub_145D850D0	                lea     r8, aCharactercusto_26 ; "CharacterCustomizationInitialFraming"
.text:0000000145D85128	sub_145D85110	                lea     r8, aCharactercusto_27 ; "CharacterCustomizationCameraSettings"
.text:0000000145D85178	sub_145D85160	                lea     r8, aCharactercusto_28 ; "CharacterCustomizationAxisRemapping"
.text:0000000145D86FF6	sub_145D86FB0	                lea     rdx, aCharactercreat_20 ; "CharacterCreatorController"
.text:0000000145D8AD58	sub_145D8AD40	                lea     r8, aUpdatecharacte ; "UpdateCharacterRequest"
.text:0000000145D8B978	sub_145D8B960	                lea     r8, aEcharactergend ; "ECharacterGender"
.text:0000000145D8BA88	sub_145D8BA70	                lea     r8, aEcharacterrace ; "ECharacterRace"
.text:0000000145D8C418	sub_145D8C400	                lea     r8, aEcharacteridle ; "ECharacterIdle"
.text:0000000145D8C4F8	sub_145D8C4E0	                lea     r8, aFcharactercust_0 ; "FCharacterCustomizationBodySections"
.text:0000000145D8C8F8	sub_145D8C8E0	                lea     r8, aEcharacterdeca ; "ECharacterDecalPlacementType"
.text:0000000145D8C938	sub_145D8C920	                lea     r8, aEcharacterdeca_0 ; "ECharacterDecalShadingType"
.text:0000000145D8D728	sub_145D8D710	                lea     r8, aEcharacterclas_0 ; "ECharacterClassification"
.text:0000000145D8E068	sub_145D8E050	                lea     r8, aCharactercusto_29 ; "CharacterCustomizationBoneValues"
.text:0000000145D8E0A8	sub_145D8E090	                lea     r8, aCharacterdecal ; "CharacterDecalBlendGroup"
.text:0000000145D8E0E8	sub_145D8E0D0	                lea     r8, aCharactercusto_30 ; "CharacterCustomizationDecalData"
.text:0000000145D8E188	sub_145D8E170	                lea     r8, aCharactercusto_31 ; "CharacterCustomizationHairData"
.text:0000000145D8E1C8	sub_145D8E1B0	                lea     r8, aCharactercusto_32 ; "CharacterCustomizationSaveData"
.text:0000000145D8E8C8	sub_145D8E8B0	                lea     r8, aCharactercreat_21 ; "CharacterCreateInfo"
.text:0000000145D8E998	sub_145D8E980	                lea     r8, aCharacterid ; "CharacterID"
.text:0000000145D8EA58	sub_145D8EA40	                lea     r8, aCharacterinfor ; "CharacterInformation"
.text:0000000145D8ED18	sub_145D8ED00	                lea     r8, aCharacterinven ; "CharacterInventory"
.text:0000000145D8EFC8	sub_145D8EFB0	                lea     r8, aCharacternoded ; "CharacterNodeData"
.text:0000000145D8F008	sub_145D8EFF0	                lea     r8, aCharacterdto ; "CharacterDto"
.text:0000000145D8F1C8	sub_145D8F1B0	                lea     r8, aEcharactergend ; "ECharacterGender"
.text:0000000145D8F208	sub_145D8F1F0	                lea     r8, aEcharacterrace ; "ECharacterRace"
.text:0000000145D8F248	sub_145D8F230	                lea     r8, aFcharactercust_0 ; "FCharacterCustomizationBodySections"
.text:0000000145D91DD8	sub_145D91DC0	                lea     r8, aPlayercharacte_2 ; "PlayerCharacterAudioId"
.text:0000000145D99018	sub_145D99000	                lea     r8, aCharacteralign_7 ; "CharacterAlignmentId"
.text:0000000145D99488	sub_145D99470	                lea     r8, aCharacteralign_8 ; "CharacterAlignmentContextId"
.text:0000000145D99848	sub_145D99830	                lea     r8, aCharacterattac_3 ; "CharacterAttachedParticleSystemId"
.text:0000000145D99CC8	sub_145D99CB0	                lea     r8, aCharacterclass_2 ; "CharacterClassesId"
.text:0000000145D9A4D8	sub_145D9A4C0	                lea     r8, aCharactercusto_33 ; "CharacterCustomizationEntitlementsId"
.text:0000000145D9A918	sub_145D9A900	                lea     r8, aCharactercusto_34 ; "CharacterCustomizationLightRigId"
.text:0000000145D9B118	sub_145D9B100	                lea     r8, aCharactermorph_2 ; "CharacterMorphId"
.text:0000000145D9B4F8	sub_145D9B4E0	                lea     r8, aCharacterprofe_2 ; "CharacterProfessionsId"
.text:0000000145D9B958	sub_145D9B940	                lea     r8, aCharacterrelat_2 ; "CharacterRelationshipId"
.text:0000000145D9E038	sub_145D9E020	                lea     r8, aAttachedcharac_3 ; "AttachedCharacterSpawnInfoId"
.text:0000000145D9E478	sub_145D9E460	                lea     r8, aCharactermovem_37 ; "CharacterMovementId"
.text:0000000145DD7B26	sub_145DD7AE0	                lea     rdx, aNpccharacter ; "NPCCharacter"
.text:0000000145DD8016	sub_145DD7FD0	                lea     rdx, aNpccharactersy ; "NPCCharacterSystem"
.text:0000000145DEF496	sub_145DEF450	                lea     rdx, aPlayercharacte_3 ; "PlayerCharacter"
.text:0000000145DEF966	sub_145DEF920	                lea     rdx, aPlayercharacte_4 ; "PlayerCharacterSystem"
.text:0000000145E1AC1E	sub_145E1A9F0	                lea     rax, aCharacterguid ; "CharacterGuid="
.text:0000000145E2212A	sub_145E21FA0	                lea     rdx, aCharactername ; "CharacterName"
.text:0000000145E222CB	sub_145E21FA0	                lea     rdx, aCharactername ; "CharacterName"
.text:0000000145E29477	sub_145E29360	                lea     rax, aCharacterguid_0 ; "CharacterGuid"
.text:0000000145E337CF	sub_145E33660	                lea     rdx, aCharacterguid ; "CharacterGuid="
.text:0000000145E33958	sub_145E33660	                lea     rdx, aCharacterguid ; "CharacterGuid="
.text:0000000145E389A2	sub_145E38780	                lea     rdx, off_14B7C6BF8 ; "MyNpcCharacter in %s invalid. Setting l"...
.text:0000000145E3AEA7	sub_145E3A680	                lea     rdx, aAplayercharact ; "APlayerCharacter::SpawnHookedFish - Una"...
.text:0000000145E3B180	sub_145E3A680	                lea     rdx, aAplayercharact_0 ; "APlayerCharacter::SpawnHookedFish - Fis"...
.text:0000000145E3B460	sub_145E3A680	                lea     rdx, aAplayercharact_1 ; "APlayerCharacter::SpawnHookedFish - Fis"...
.text:0000000145E681E7	sub_145E67E80	                lea     rdx, aFailedToAssign ; "Failed to assign non-existent character"...
.text:0000000145E70451	sub_145E6F8C0	                lea     r9, aFailedToAssign ; "Failed to assign non-existent character"...
.text:0000000145E7115B	sub_145E70F70	                lea     rcx, aAnpccharacterI ; "&ANPCCharacter::InitRootMotionWalking"
.text:0000000145E7133B	sub_145E70F70	                lea     rcx, aAnpccharacterI ; "&ANPCCharacter::InitRootMotionWalking"
.text:0000000145E91B6A	sub_145E91B00	                lea     rdx, aInvalidcharact_1 ; "InvalidCharacterNameBad"
.text:0000000145E91B91	sub_145E91B00	                lea     r9, aCharacterCreat ; "Character creation failed. Your name co"...
.text:0000000145E91BA6	sub_145E91B00	                lea     rdx, aInvalidcharact_2 ; "InvalidCharacterNameLength"
.text:0000000145E91BCD	sub_145E91B00	                lea     r9, aCharacterCreat_0 ; "Character creation failed. Name must be"...
.text:0000000145E91BE2	sub_145E91B00	                lea     rdx, aInvalidcharact_3 ; "InvalidCharacterNameChar"
.text:0000000145E91C09	sub_145E91B00	                lea     r9, aCharacterCreat_1 ; "Character creation failed. Only charact"...
.text:0000000145E91C1E	sub_145E91B00	                lea     rdx, aInvalidcharact_3 ; "InvalidCharacterNameChar"
.text:0000000145E91C45	sub_145E91B00	                lea     r9, aCharacterCreat_2 ; "Character creation failed. Character na"...
.text:0000000145E91C5A	sub_145E91B00	                lea     rdx, aInvalidcharact_4 ; "InvalidCharacterNameTaken"
.text:0000000145E91C81	sub_145E91B00	                lea     r9, aCharacterCreat_3 ; "Character creation failed. Character na"...
.text:0000000145E91C96	sub_145E91B00	                lea     rdx, aCharacterlistf ; "CharacterListFailed"
.text:0000000145E91CBD	sub_145E91B00	                lea     r9, aFailedToRetrie_2 ; "Failed to retrieve character list.\nExi"...
.text:0000000145E91E25	sub_145E91B00	                lea     r9, aCharacterCreat_4 ; "Character creation failed. Code: {ErrCo"...
.text:0000000145E91E3A	sub_145E91B00	                lea     rdx, aCharacterdelet ; "CharacterDeletionFailed"
.text:0000000145E91E61	sub_145E91B00	                lea     r9, aCharacterDelet ; "Character deletion failed. Reason: {Rea"...
.text:0000000145E9CE62	sub_145E9CCD0	                lea     rdx, off_14B7CDAC0 ; "Setting CurrentCharacterTarget from %s "...
.text:0000000145E9D504	sub_145E9CCD0	                lea     rdx, off_14B7CDA30 ; "Unexpected invalid player character for"...
.text:0000000145E9D75E	sub_145E9D5F0	                lea     rax, aAaoccharacterc ; "AAoCCharacterCreationController::CheckF"...
.text:0000000145E9D8A2	sub_145E9D5F0	                lea     rax, aAaoccharacterc ; "AAoCCharacterCreationController::CheckF"...
.text:0000000145E9D8FF	sub_145E9D5F0	                lea     rax, aAaoccharacterc ; "AAoCCharacterCreationController::CheckF"...
.text:0000000145E9D9AC	sub_145E9D5F0	                lea     rax, aAaoccharacterc ; "AAoCCharacterCreationController::CheckF"...
.text:0000000145E9DA77	sub_145E9D5F0	                lea     rax, aAaoccharacterc ; "AAoCCharacterCreationController::CheckF"...
.text:0000000145E9DB20	sub_145E9D5F0	                lea     rax, aAaoccharacterc ; "AAoCCharacterCreationController::CheckF"...
.text:0000000145E9DE02	sub_145E9DCD0	                lea     rdx, off_14B7D0AA8 ; "AAoCCharacterCreationController::CheckG"...
.text:0000000145E9DEF2	sub_145E9DCD0	                lea     rax, aAaoccharacterc_0 ; "AAoCCharacterCreationController::CheckG"...
.text:0000000145E9DF34	sub_145E9DCD0	                lea     r9, aAaoccharacterc_1 ; "AAoCCharacterCreationController::CheckG"...
.text:0000000145E9DFA6	sub_145E9DCD0	                lea     rdx, off_14B7D0B90 ; "AAoCCharacterCreationController::CheckG"...
.text:0000000145EA321E	sub_145EA3080	                lea     rdx, off_14B7CF6D0 ; "UICSApi::GetCharacters XClient_GetChara"...
.text:0000000145EA327A	sub_145EA3080	                lea     rdx, off_14B7CF5E0 ; "AAoCCharacterCreationController::GetCha"...
.text:0000000145EA3485	sub_145EA3370	                lea     rdx, off_14B7D1870 ; "UAoCCharacterMovement::GetClientNetSend"...
.text:0000000145EA4E93	sub_145EA4DB0	                lea     rax, aAaoccharacterc_2 ; "AAoCCharacterCreationController::GetLas"...
.text:0000000145EA4F1C	sub_145EA4DB0	                lea     rax, aAaoccharacterc_2 ; "AAoCCharacterCreationController::GetLas"...
.text:0000000145EA4FA1	sub_145EA4DB0	                lea     rax, aAaoccharacterc_2 ; "AAoCCharacterCreationController::GetLas"...
.text:0000000145EA6D49	sub_145EA6C20	                lea     rax, aAaoccharacterc_3 ; "AAoCCharacterCreationController::GetWor"...
.text:0000000145EA6D8B	sub_145EA6C20	                lea     r9, aAaoccharacterc_4 ; "AAoCCharacterCreationController::GetWor"...
.text:0000000145EA6E3D	sub_145EA6C20	                lea     rdx, aAaoccharacterc_5 ; "AAoCCharacterCreationController::GetWor"...
.text:0000000145EA6EB4	sub_145EA6C20	                lea     rax, aAaoccharacterc_3 ; "AAoCCharacterCreationController::GetWor"...
.text:0000000145EA6F17	sub_145EA6C20	                lea     rax, aAaoccharacterc_3 ; "AAoCCharacterCreationController::GetWor"...
.text:0000000145EA6FA5	sub_145EA6C20	                lea     rax, aAaoccharacterc_3 ; "AAoCCharacterCreationController::GetWor"...
.text:0000000145EA8A36	sub_145EA79F0	                lea     r9, aInvalidCharact_1 ; "Invalid character mesh."
.text:0000000145EAC8E2	sub_145EAC2D0	                lea     rax, aUaoccharacterm ; "UAoCCharacterMovement::MaybeUpdateBased"...
.text:0000000145EAC945	sub_145EAC2D0	                lea     rax, aUaoccharacterm ; "UAoCCharacterMovement::MaybeUpdateBased"...
.text:0000000145EACB98	sub_145EAC2D0	                lea     rax, aUaoccharacterm ; "UAoCCharacterMovement::MaybeUpdateBased"...
.text:0000000145EB04B2	sub_145EB0470	                lea     rdx, aCharacterLobby_0 ; "Character_Lobby"
.text:0000000145EB0571	sub_145EB0530	                lea     rdx, off_14B7CEF78 ; "AAoCCharacterCreationController::OnIcsS"...
.text:0000000145EB0FD8	sub_145EB0FA0	                lea     rdx, off_14B7CEE60 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1181	sub_145EB1150	                lea     rdx, off_14B7CF7D8 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1265	sub_145EB1150	                lea     rdx, off_14B7CF8B0 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1384	sub_145EB1290	                lea     rdi, aAaoccharacterc_6 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1CFD	sub_145EB1290	                lea     rdx, aAaoccharacterc_7 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1D75	sub_145EB1290	                lea     rdi, aAaoccharacterc_6 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1DB8	sub_145EB1290	                lea     rdi, aAaoccharacterc_6 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB1E47	sub_145EB1290	                lea     rdi, aAaoccharacterc_6 ; "AAoCCharacterCreationController::OnReso"...
.text:0000000145EB3D0E	sub_145EB39C0	                lea     rdx, aUaoccharacterm_0 ; "UAoCCharacterMovement::TickComponent():"...
.text:0000000145EB601D	sub_145EB5F90	                lea     rdx, aUaoccharacterm_1 ; "UAoCCharacterMovement::PhysCustom() : R"...
.text:0000000145EB608C	sub_145EB5F90	                lea     rax, aUaoccharacterm_2 ; "UAoCCharacterMovement::PhysCustom"
.text:0000000145EB60EE	sub_145EB5F90	                lea     rax, aUaoccharacterm_2 ; "UAoCCharacterMovement::PhysCustom"
.text:0000000145EB617A	sub_145EB5F90	                lea     rax, aUaoccharacterm_2 ; "UAoCCharacterMovement::PhysCustom"
.text:0000000145EBCFCE	sub_145EBCEC0	                lea     rdi, aUaoccharacterm_3 ; "UAoCCharacterMovement::RecordHistorical"...
.text:0000000145EBE842	sub_145EBE780	                lea     rdx, off_14B7CFA58 ; "Failed to create character! Invalid Nam"...
.text:0000000145EBE990	sub_145EBE780	                lea     rdx, off_14B7CFBE0 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBEBF8	sub_145EBE780	                lea     rdx, off_14B7CFAE0 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBEFB2	sub_145EBEC50	                lea     rax, aCharactername_0 ; "CharacterName="
.text:0000000145EBEFBE	sub_145EBEC50	                lea     r8, aCharacterid_0 ; "CharacterId="
.text:0000000145EBEFC5	sub_145EBEC50	                lea     rdx, off_14B7CFE40 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBF1FE	sub_145EBEC50	                lea     rdx, off_14B7CFD40 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBF40A	sub_145EBF310	                lea     rdx, off_14B7D0088 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBF52B	sub_145EBF310	                lea     rax, aCharactername_0 ; "CharacterName="
.text:0000000145EBF537	sub_145EBF310	                lea     r8, aCharacterid_0 ; "CharacterId="
.text:0000000145EBF53E	sub_145EBF310	                lea     rdx, off_14B7D0148 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBF591	sub_145EBF310	                lea     rdx, off_14B7CFF88 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBF655	sub_145EBF5C0	                lea     rbx, aAaoccharacterc_10 ; "AAoCCharacterCreationController::Reques"...
.text:0000000145EBF6AB	sub_145EBF5C0	                lea     rdx, aAaoccharacterc_11 ; "AAoCCharacterCreationController::Reques"...
