Address	Function	Instruction
.text:0000000146AAF46A	sub_146AAF270	                lea     rax, aAaocplayercont_70 ; "AAoCPlayerController::ClientUpdateSquad"...

.text:0000000146AAF94B	sub_146AAF900	                lea     rdx, off_14B90A640 ; "AAoCPlayerController::ClientsideSubmitB"...

.text:0000000146AAF97B	sub_146AAF900	                lea     rdx, off_14B90A710 ; "AAoCPlayerController::ClientsideSubmitB"...

.text:0000000146AAFE6A	sub_146AAF900	                lea     rdx, off_14B90A7E0 ; "AAoCPlayerController::ClientsideSubmitB"...

.text:0000000146AAFFC1	sub_146AAF900	                lea     rdx, off_14B90A8C0 ; "AAoCPlayerController::ClientsideSubmitB"...

.text:0000000146AB11B9	sub_146AB11B0	                lea     rdx, aAaocplayercont_71 ; "AAoCPlayerController::DebugGuildStorage"

.text:0000000146AB1743	sub_146AB12E0	                lea     r13, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB17B8	sub_146AB12E0	                lea     r9, aAaocplayercont_73 ; "AAoCPlayerController::DeconstructItem f"...

.text:0000000146AB18F9	sub_146AB12E0	                lea     r13, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB1970	sub_146AB12E0	                lea     r9, aAaocplayercont_74 ; "AAoCPlayerController::DeconstructItem f"...

.text:0000000146AB1E0B	sub_146AB12E0	                lea     rdx, aAaocplayercont_75 ; "AAoCPlayerController::DeconstructItem f"...

.text:0000000146AB1E9B	sub_146AB12E0	                lea     rbx, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB1F0C	sub_146AB12E0	                lea     rax, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB1FE4	sub_146AB12E0	                lea     rax, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB241B	sub_146AB12E0	                lea     rax, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB24C3	sub_146AB12E0	                lea     r9, aAaocplayercont_76 ; "AAoCPlayerController::DeconstructItem -"...

.text:0000000146AB27BF	sub_146AB12E0	                lea     rdx, aAaocplayercont_77 ; "AAoCPlayerController::DeconstructItem -"...

.text:0000000146AB2830	sub_146AB12E0	                lea     rcx, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB2894	sub_146AB12E0	                lea     rcx, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB2922	sub_146AB12E0	                lea     rcx, aAaocplayercont_72 ; "AAoCPlayerController::DeconstructItem"

.text:0000000146AB2D9F	sub_146AB2B60	                lea     rcx, aAaocplayercont_78 ; "AAoCPlayerController::DesummonVehicleSe"...

.text:0000000146AB3392	sub_146AB32A0	                lea     rcx, aAaocplayercont_79 ; "&AAoCPlayerController::SendMessageToEAC"...

.text:0000000146AB4474	sub_146AB42D0	                lea     rdx, off_14B8FF080 ; "AAoCPlayerController::EndPlay(%s %s): %"...

.text:0000000146AB4583	sub_146AB42D0	                lea     rdx, off_14B8FF148 ; "AAoCPlayerController::EndPlay(%s %s): %"...

.text:0000000146AB4610	sub_146AB42D0	                lea     rdx, off_14B8FF168 ; "AAoCPlayerController::EndPlay(no pawn):"...

.text:0000000146AB4776	sub_146AB42D0	                lea     rcx, aAaocplayercont_16 ; "&AAoCPlayerController::OnPlayerLeftGrou"...

.text:0000000146AB4C36	sub_146AB4920	                lea     rcx, aAaocplayercont_80 ; "AAoCPlayerController::EnterTopDialogueN"...

.text:0000000146AB4E82	sub_146AB4920	                lea     rcx, aAaocplayercont_80 ; "AAoCPlayerController::EnterTopDialogueN"...

.text:0000000146AB5AE0	sub_146AB4920	                lea     rbx, aAaocplayercont_80 ; "AAoCPlayerController::EnterTopDialogueN"...

.text:0000000146AB5B48	sub_146AB4920	                lea     rax, aAaocplayercont_80 ; "AAoCPlayerController::EnterTopDialogueN"...

.text:0000000146AB5C2B	sub_146AB4920	                lea     rax, aAaocplayercont_80 ; "AAoCPlayerController::EnterTopDialogueN"...

.text:0000000146AB8463	sub_146AB81B0	                lea     rdx, off_14B90C300 ; "AAoCPlayerController::FishingCompleteCa"...

.text:0000000146AB8B32	sub_146AB81B0	                lea     rdx, off_14B90C1D8 ; "AAoCPlayerController::FishingCompleteCa"...

.text:0000000146ABB287	sub_146ABB200	                lea     rdx, off_14B8FF950 ; "AAoCPlayerController::GetCursorScreenLo"...

.text:0000000146ABB299	sub_146ABB200	                lea     rdx, off_14B8FF8A0 ; "AAoCPlayerController::GetCursorScreenLo"...

.text:0000000146ABB2B5	sub_146ABB200	                lea     rdx, off_14B8FF760 ; "AAoCPlayerController::GetClickTargetUnd"...

.text:0000000146ABB87E	sub_146ABB2E0	                lea     rdx, off_14B8FF590 ; "AAoCPlayerController::GetScreenLocation"...

.text:0000000146ABB89C	sub_146ABB2E0	                lea     rdx, off_14B8FF4A8 ; "AAoCPlayerController::GetScreenLocation"...

.text:0000000146ABBAB9	sub_146ABB2E0	                lea     rdx, off_14B8FF678 ; "AAoCPlayerController::GetClickTargetUnd"...

.text:0000000146ABBBC0	sub_146ABBB20	                lea     rdx, off_14B8FF590 ; "AAoCPlayerController::GetScreenLocation"...

.text:0000000146ABBBE3	sub_146ABBB20	                lea     rdx, off_14B8FF4A8 ; "AAoCPlayerController::GetScreenLocation"...

.text:0000000146ABBCF0	sub_146ABBC90	                lea     rdx, off_14B8FF950 ; "AAoCPlayerController::GetCursorScreenLo"...

.text:0000000146ABBD02	sub_146ABBC90	                lea     rdx, off_14B8FF8A0 ; "AAoCPlayerController::GetCursorScreenLo"...

.text:0000000146ABC5B7	sub_146ABC4D0	                lea     rdx, aAaocplayercont_81 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABC62A	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABC697	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABC723	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABC987	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABC9AE	sub_146ABC4D0	                lea     r9, aAaocplayercont_83 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABCA8E	sub_146ABC4D0	                lea     r9, aAaocplayercont_84 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABCB90	sub_146ABC4D0	                lea     r9, aAaocplayercont_85 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABCC67	sub_146ABC4D0	                lea     r9, aAaocplayercont_86 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABCD69	sub_146ABC4D0	                lea     r9, aAaocplayercont_87 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABCE3E	sub_146ABC4D0	                lea     r9, aAaocplayercont_88 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABCF38	sub_146ABC4D0	                lea     r9, aAaocplayercont_87 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABD00D	sub_146ABC4D0	                lea     r9, aAaocplayercont_89 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABD17D	sub_146ABC4D0	                lea     r9, aAaocplayercont_90 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABD3D0	sub_146ABC4D0	                lea     rdx, aAaocplayercont_91 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDA09	sub_146ABC4D0	                lea     r9, aAaocplayercont_92 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDD5C	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDD74	sub_146ABC4D0	                lea     r9, aAaocplayercont_93 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDE26	sub_146ABC4D0	                lea     rdx, aAaocplayercont_94 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDE99	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDF07	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146ABDF94	sub_146ABC4D0	                lea     r15, aAaocplayercont_82 ; "AAoCPlayerController::GetDeconstruction"...

.text:0000000146AC2AB0	sub_146AC2810	                lea     rdx, aAaocplayercont_95 ; "AAoCPlayerController::GetPlayerViewPoin"...

.text:0000000146AC2B18	sub_146AC2810	                lea     rdx, aAaocplayercont_96 ; "AAoCPlayerController::GetPlayerViewPoin"...

.text:0000000146AC3A73	sub_146AC32F0	                lea     rdx, off_14B8FF3E8 ; "AAoCPlayerController::GetScreenLocation"...

.text:0000000146AC3A85	sub_146AC32F0	                lea     rdx, off_14B8FF330 ; "AAoCPlayerController::GetScreenLocation"...

.text:0000000146AC40F6	sub_146AC3EE0	                lea     rcx, aAaocplayercont_97 ; "AAoCPlayerController::GetStabledVehicle"...

.text:0000000146AC43E3	sub_146AC3EE0	                lea     rcx, aAaocplayercont_97 ; "AAoCPlayerController::GetStabledVehicle"...

.text:0000000146AC4F76	sub_146AC3EE0	                lea     rcx, aAaocplayercont_97 ; "AAoCPlayerController::GetStabledVehicle"...

.text:0000000146AC4FCF	sub_146AC3EE0	                lea     rcx, aAaocplayercont_97 ; "AAoCPlayerController::GetStabledVehicle"...

.text:0000000146AC5257	sub_146AC3EE0	                lea     rcx, aAaocplayercont_97 ; "AAoCPlayerController::GetStabledVehicle"...

.text:0000000146AC6E79	sub_146AC6BB0	                lea     rdx, aAaocplayercont_98 ; "AAoCPlayerController::GetUpdatedDeploya"...

.text:0000000146AC6F0C	sub_146AC6BB0	                lea     rax, aAaocplayercont_99 ; "AAoCPlayerController::GetUpdatedDeploya"...

.text:0000000146AC6F72	sub_146AC6BB0	                lea     rax, aAaocplayercont_99 ; "AAoCPlayerController::GetUpdatedDeploya"...

.text:0000000146AC703E	sub_146AC6BB0	                lea     rax, aAaocplayercont_99 ; "AAoCPlayerController::GetUpdatedDeploya"...

.text:0000000146AC956C	sub_146AC9510	                lea     rdi, aAaocplayercont_100 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146AC9628	sub_146AC9510	                lea     rdx, aAaocplayercont_101 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146AC999B	sub_146AC9510	                lea     r9, aAaocplayercont_102 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146AC9A33	sub_146AC9510	                lea     rdx, off_14B907170 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146AC9D6A	sub_146AC9510	                lea     r9, aAaocplayercont_103 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146AC9E38	sub_146AC9510	                lea     r9, aAaocplayercont_104 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146AC9F53	sub_146AC9510	                lea     rdx, aAaocplayercont_105 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146ACA294	sub_146AC9510	                lea     rdx, aAaocplayercont_106 ; "AAoCPlayerController::HandleAttachmentI"...

.text:0000000146ACAE81	sub_146ACA5B0	                lea     rdi, aAaocplayercont_107 ; "AAoCPlayerController::HandleMountSummon"

.text:0000000146ACAEF7	sub_146ACA5B0	                lea     rax, aAaocplayercont_108 ; "AAoCPlayerController::ServerSummonMount"...

.text:0000000146ACB099	sub_146ACA5B0	                lea     rdi, aAaocplayercont_107 ; "AAoCPlayerController::HandleMountSummon"

.text:0000000146ACB127	sub_146ACA5B0	                lea     rdx, aAaocplayercont_109 ; "AAoCPlayerController::ServerSummonMount"...

.text:0000000146ACB2BE	sub_146ACA5B0	                lea     rdx, aAaocplayercont_109 ; "AAoCPlayerController::ServerSummonMount"...

.text:0000000146ACB531	sub_146ACA5B0	                lea     rdi, aAaocplayercont_107 ; "AAoCPlayerController::HandleMountSummon"

.text:0000000146ACB549	sub_146ACA5B0	                lea     r9, aAaocplayercont_110 ; "AAoCPlayerController::HandleMountSummon"...

.text:0000000146ACB5E1	sub_146ACA5B0	                lea     rdx, aAaocplayercont_111 ; "AAoCPlayerController::HandleMountSummon"...

.text:0000000146ACB654	sub_146ACA5B0	                lea     rdi, aAaocplayercont_107 ; "AAoCPlayerController::HandleMountSummon"

.text:0000000146ACB6AF	sub_146ACA5B0	                lea     rdi, aAaocplayercont_107 ; "AAoCPlayerController::HandleMountSummon"

.text:0000000146ACB73B	sub_146ACA5B0	                lea     rdi, aAaocplayercont_107 ; "AAoCPlayerController::HandleMountSummon"

.text:0000000146ACB996	sub_146ACB820	                lea     rax, aAaocplayercont_112 ; "AAoCPlayerController::HandlePlaceDeploy"...

.text:0000000146ACB9EF	sub_146ACB820	                lea     rax, aAaocplayercont_112 ; "AAoCPlayerController::HandlePlaceDeploy"...

.text:0000000146ACBAB5	sub_146ACB820	                lea     rax, aAaocplayercont_112 ; "AAoCPlayerController::HandlePlaceDeploy"...

.text:0000000146ACBC97	sub_146ACB820	                lea     rax, aAaocplayercont_112 ; "AAoCPlayerController::HandlePlaceDeploy"...

.text:0000000146ACBCF0	sub_146ACB820	                lea     rax, aAaocplayercont_112 ; "AAoCPlayerController::HandlePlaceDeploy"...

.text:0000000146ACBD9C	sub_146ACB820	                lea     rax, aAaocplayercont_112 ; "AAoCPlayerController::HandlePlaceDeploy"...

.text:0000000146ACBFE4	sub_146ACBE70	                lea     rcx, aAaocplayercont_113 ; "AAoCPlayerController::HandlePossessionI"...

.text:0000000146ACC223	sub_146ACBE70	                lea     rdx, aAaocplayercont_114 ; "AAoCPlayerController::HandlePossessionI"...

.text:0000000146ACC2B8	sub_146ACBE70	                lea     rcx, aAaocplayercont_113 ; "AAoCPlayerController::HandlePossessionI"...

.text:0000000146ACC312	sub_146ACBE70	                lea     rcx, aAaocplayercont_113 ; "AAoCPlayerController::HandlePossessionI"...

.text:0000000146ACC3C2	sub_146ACBE70	                lea     rcx, aAaocplayercont_113 ; "AAoCPlayerController::HandlePossessionI"...

.text:0000000146ACC6CC	sub_146ACBE70	                lea     rcx, aAaocplayercont_113 ; "AAoCPlayerController::HandlePossessionI"...

.text:0000000146ACCB52	sub_146ACC860	                lea     rdx, aAaocplayercont_115 ; "AAoCPlayerController::HandleTaxes - Eva"...

.text:0000000146ACCC12	sub_146ACC860	                lea     rax, aAaocplayercont_116 ; "AAoCPlayerController::HandleTaxes"

.text:0000000146ACCC79	sub_146ACC860	                lea     rax, aAaocplayercont_116 ; "AAoCPlayerController::HandleTaxes"

.text:0000000146ACCD6F	sub_146ACC860	                lea     rax, aAaocplayercont_116 ; "AAoCPlayerController::HandleTaxes"

.text:0000000146ACF0A5	sub_146ACF030	                lea     rdx, off_14B909D30 ; "AAoCPlayerController::InterServerTryGra"...

.text:0000000146ACF102	sub_146ACF030	                lea     rdx, off_14B909E90 ; "AAoCPlayerController::InterServerTryGra"...

.text:0000000146AD0A1C	sub_146AD08A0	                lea     rax, aAaocplayercont_117 ; "AAoCPlayerController::IsInDeployRadius"

.text:0000000146AD0BB9	sub_146AD08A0	                lea     rax, aAaocplayercont_117 ; "AAoCPlayerController::IsInDeployRadius"

.text:0000000146AD0C12	sub_146AD08A0	                lea     rax, aAaocplayercont_117 ; "AAoCPlayerController::IsInDeployRadius"

.text:0000000146AD0C9B	sub_146AD08A0	                lea     rax, aAaocplayercont_117 ; "AAoCPlayerController::IsInDeployRadius"

.text:0000000146AD1034	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD108E	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD111A	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD1413	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD146E	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD153F	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD172C	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD1A0B	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD1C1C	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD1C7E	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD1D0A	sub_146AD0E40	                lea     rax, aAaocplayercont_118 ; "AAoCPlayerController::IsInNodeDeployRad"...

.text:0000000146AD385D	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD38BE	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD39AA	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD3B99	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD3DDD	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD4081	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD40DE	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD41CA	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD4365	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD43BE	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD444A	sub_146AD35C0	                lea     rax, aAaocplayercont_119 ; "AAoCPlayerController::LogDeployableNode"...

.text:0000000146AD689A	sub_146AD6860	                lea     rcx, aAaocplayercont_120 ; "&AAoCPlayerController::SendMessageToEAC"...

.text:0000000146AD6988	sub_146AD6860	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146AD6AD5	sub_146AD6860	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146AD6CBE	sub_146AD6860	                lea     rcx, aAaocplayercont_122 ; "AAoCPlayerController::OnDemotion"

.text:0000000146AD6DBA	sub_146AD6860	                lea     r9, aAaocplayercont_123 ; "AAoCPlayerController::OnDemotion: Loggi"...

.text:0000000146AD818A	sub_146AD77E0	                lea     rax, aAaocplayercont_124 ; "AAoCPlayerController::OnLevelChanged"

.text:0000000146AD8208	sub_146AD77E0	                lea     rax, aAaocplayercont_124 ; "AAoCPlayerController::OnLevelChanged"

.text:0000000146AD82AE	sub_146AD77E0	                lea     rax, aAaocplayercont_124 ; "AAoCPlayerController::OnLevelChanged"

.text:0000000146ADA424	sub_146ADA350	                lea     rdx, aAaocplayercont_125 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADA4B9	sub_146ADA350	                lea     rbx, aAaocplayercont_126 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADA513	sub_146ADA350	                lea     rbx, aAaocplayercont_126 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADA5D5	sub_146ADA350	                lea     rbx, aAaocplayercont_126 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADA6B6	sub_146ADA350	                lea     rbx, aAaocplayercont_126 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADA748	sub_146ADA350	                lea     rdx, aAaocplayercont_127 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADAB4A	sub_146ADA350	                lea     rdx, aAaocplayercont_128 ; "AAoCPlayerController::OnOutOfAuthorityB"...

.text:0000000146ADB365	sub_146ADB0B0	                lea     rdx, off_14B8FE940 ; "AAoCPlayerController::OnPossess(%s %s):"...

.text:0000000146ADB462	sub_146ADB0B0	                lea     rdx, off_14B8FEA20 ; "AAoCPlayerController::OnPossess(%s %s):"...

.text:0000000146ADB52D	sub_146ADB0B0	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146ADB5B9	sub_146ADB0B0	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146ADB72A	sub_146ADB0B0	                lea     rdx, off_14B8FEB20 ; "AAoCPlayerController::OnPossess(): OnTr"...

.text:0000000146ADBC9E	sub_146ADB7B0	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146ADBD29	sub_146ADB7B0	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146ADBDF8	sub_146ADB7B0	                lea     rdx, off_14B906E78 ; "AAoCPlayerController::OnPossession(): O"...

.text:0000000146ADC045	sub_146ADBEA0	                lea     rdx, aAaocplayercont_129 ; "AAoCPlayerController::OnPromotion"

.text:0000000146ADC141	sub_146ADBEA0	                lea     r9, aAaocplayercont_130 ; "AAoCPlayerController::OnPromotion: Logg"...

.text:0000000146ADEEF9	sub_146ADEDA0	                lea     rdx, off_14B8FEC50 ; "AAoCPlayerController::OnUnPossess(%s %s"...

.text:0000000146ADEFF9	sub_146ADEDA0	                lea     rdx, off_14B8FED38 ; "AAoCPlayerController::OnUnPossess(%s %s"...

.text:0000000146ADF114	sub_146ADEDA0	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146ADF1AF	sub_146ADEDA0	                lea     rcx, aAaocplayercont_121 ; "&AAoCPlayerController::OnTriggerAbility"

.text:0000000146ADF8BD	sub_146ADF7F0	                lea     rdx, off_14B8FE190 ; "AAoCPlayerController::OutputPlayerInfor"...

.text:0000000146ADFF78	sub_146ADFB70	                lea     rdx, off_14B8FF950 ; "AAoCPlayerController::GetCursorScreenLo"...

.text:0000000146ADFF8A	sub_146ADFB70	                lea     rdx, off_14B8FF8A0 ; "AAoCPlayerController::GetCursorScreenLo"...

.text:0000000146ADFFA6	sub_146ADFB70	                lea     rdx, off_14B8FF868 ; "AAoCPlayerController::GetClickTargetUnd"...

.text:0000000146ADFFB8	sub_146ADFB70	                lea     rdx, off_14B8FF848 ; "AAoCPlayerController::GetClickTargetUnd"...

.text:0000000146AE01D7	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE023D	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE0353	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE0492	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE0AD7	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1638	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE18E0	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1981	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1A04	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1A87	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1B0A	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1C40	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1C9C	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1D2D	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1EAA	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1F01	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE1F8D	sub_146AE0000	                lea     rdi, aAaocplayercont_131 ; "AAoCPlayerController::PlaceDeployable"

.text:0000000146AE342C	sub_146AE3030	                lea     rax, aAaocplayercont_132 ; "AAoCPlayerController::ProcessDeferredAc"...

.text:0000000146AE3492	sub_146AE3030	                lea     rax, aAaocplayercont_132 ; "AAoCPlayerController::ProcessDeferredAc"...

.text:0000000146AE3541	sub_146AE3030	                lea     rax, aAaocplayercont_132 ; "AAoCPlayerController::ProcessDeferredAc"...

.text:0000000146AE3FEC	sub_146AE3CD0	                lea     rcx, aAaocplayercont_133 ; "AAoCPlayerController::PromptResurrect_S"...

.text:0000000146AE4191	sub_146AE3CD0	                lea     r9, aAaocplayercont_29 ; "AAoCPlayerController::ClientPromptResur"...

.text:0000000146AE42FE	sub_146AE3CD0	                lea     rdx, off_14B90B528 ; "AAoCPlayerController::PromptResurrect_S"...

.text:0000000146AE4508	sub_146AE4420	                lea     rax, aAaocplayercont_134 ; "AAoCPlayerController::ReceiveRequestedA"...

.text:0000000146AE4561	sub_146AE4420	                lea     rax, aAaocplayercont_134 ; "AAoCPlayerController::ReceiveRequestedA"...

.text:0000000146AE45EA	sub_146AE4420	                lea     rax, aAaocplayercont_134 ; "AAoCPlayerController::ReceiveRequestedA"...

.text:0000000146AE5B66	sub_146AE5770	                lea     rax, aAaocplayercont_135 ; "AAoCPlayerController::ReportClassUse"

.text:0000000146AE5BC7	sub_146AE5770	                lea     rax, aAaocplayercont_135 ; "AAoCPlayerController::ReportClassUse"

.text:0000000146AE5CA4	sub_146AE5770	                lea     rax, aAaocplayercont_135 ; "AAoCPlayerController::ReportClassUse"

.text:0000000146AE610A	sub_146AE6060	                lea     rdx, aAaocplayercont_136 ; "AAoCPlayerController::RequestActiveWars"

.text:0000000146AE62C0	sub_146AE61A0	                lea     rax, aAaocplayercont_137 ; "AAoCPlayerController::RequestCitizenshi"...

.text:0000000146AE6322	sub_146AE61A0	                lea     rax, aAaocplayercont_137 ; "AAoCPlayerController::RequestCitizenshi"...

.text:0000000146AE63B0	sub_146AE61A0	                lea     rax, aAaocplayercont_137 ; "AAoCPlayerController::RequestCitizenshi"...

