Address	Function	Instruction
.rdata:000000014A9EA4C8		                                        ; "RegisterNetGUID_Client: NetGUID: %s, Ob"...
.rdata:000000014A9EA4F0		                text "UTF-16LE", 'RegisterNetGUID_Client: NetGUID: %s, Object: %s',0
.rdata:000000014A9EA550		                                        ; "RegisterNetGUID_Client: Guid with pathn"...
.rdata:000000014A9EA570		                text "UTF-16LE", 'RegisterNetGUID_Client: Guid with pathname. FullNet'
.rdata:000000014A9EA5F0		                                        ; "RegisterNetGUID_Client: Reassigning Net"...
.rdata:000000014A9EA610		                text "UTF-16LE", 'RegisterNetGUID_Client: Reassigning NetGUID <%s> to'
.rdata:000000014A9EA6B8		                                        ; "RegisterNetGUID_Client: Reassigning Net"...
.rdata:000000014A9EA6D8		                                        ; "Changing NetGUID on object %s from <%s:"...
.rdata:000000014A9EA700		                text "UTF-16LE", 'Changing NetGUID on object %s from <%s:%s> to <%s:%'
.rdata:000000014A9EA770		                                        ; "RegisterNetGUIDFromPath_Client: NetGUID"...
.rdata:000000014A9EA790		                text "UTF-16LE", 'RegisterNetGUIDFromPath_Client: NetGUID: %s, PathNa'
.rdata:000000014A9EA828		off_14A9EA828   dq offset aFnetguidcacheR ; DATA XREF: sub_14427EF30+204↑o
.rdata:000000014A9EA850		aFnetguidcacheR:                        ; DATA XREF: .rdata:off_14A9EA828↑o
.rdata:000000014A9EA918		off_14A9EA918   dq offset aFnetguidcacheR_0 ; DATA XREF: sub_14427EF30+3C9↑o
.rdata:000000014A9EA940		aFnetguidcacheR_0:                      ; DATA XREF: .rdata:off_14A9EA918↑o
.rdata:000000014A9EAA20		off_14A9EAA20   dq offset aFnetguidcacheR_1 ; DATA XREF: sub_14427EF30+64C↑o
.rdata:000000014A9EAA40		aFnetguidcacheR_1:                      ; DATA XREF: .rdata:off_14A9EAA20↑o
.rdata:000000014A9EAB10		                text "UTF-16LE", 'Path mismatch. Path: %s, Expected: %s, NetGUID: %s',0
.rdata:000000014A9EAB80		                text "UTF-16LE", 'NetGUID: %s',0
.rdata:000000014A9EAC00		aNetguidMismatc:                        ; DATA XREF: sub_14427EF30+6E8↑o
.rdata:000000014A9EAC70		                                        ; "RegisterNetGUIDFromPath_Server: NetGUID"...
.rdata:000000014A9EAC90		                text "UTF-16LE", 'RegisterNetGUIDFromPath_Server: NetGUID: %s, PathNa'
.rdata:000000014A9EAD28		off_14A9EAD28   dq offset aFnetguidcacheR_2 ; DATA XREF: sub_14427F760+215↑o
.rdata:000000014A9EAD50		aFnetguidcacheR_2:                      ; DATA XREF: .rdata:off_14A9EAD28↑o
.rdata:000000014A9EAE18		off_14A9EAE18   dq offset aFnetguidcacheR_3 ; DATA XREF: sub_14427F760+3E8↑o
.rdata:000000014A9EAE40		aFnetguidcacheR_3:                      ; DATA XREF: .rdata:off_14A9EAE18↑o
.rdata:000000014A9EAF40		                text "UTF-16LE", 'package with a different NetGUID. Path: %s, origina'
.rdata:000000014A9EB070		                text "UTF-16LE", 'package. Path: %s, NetGUID: %s',0
.rdata:000000014A9EB140		                text "UTF-16LE", ' Path: %s, NetGUID: %s',0
.rdata:000000014A9EB1F0		                text "UTF-16LE", ' %s, NetGUID: %s',0
.rdata:000000014A9EB2A0		                text "UTF-16LE", ': %s, NetGUID: %s',0
.rdata:000000014A9EB3C0		                                        ; "GetObjectFromNetGUID: Static outer not "...
.rdata:000000014A9EB3E0		                text "UTF-16LE", 'GetObjectFromNetGUID: Static outer not registered. '
.rdata:000000014A9EB470		                                        ; "GetObjectFromNetGUID: Outer is broken. "...
.rdata:000000014A9EB490		                text "UTF-16LE", 'GetObjectFromNetGUID: Outer is broken. FullNetGUIDP'
.rdata:000000014A9EB508		                                        ; "GetObjectFromNetGUID: Failed to find ou"...
.rdata:000000014A9EB530		                text "UTF-16LE", 'GetObjectFromNetGUID: Failed to find outer. FullNet'
.rdata:000000014A9EB5B0		                                        ; "GetObjectFromNetGUID: Outer is null or "...
.rdata:000000014A9EB5D0		                text "UTF-16LE", 'GetObjectFromNetGUID: Outer is null or package is n'
.rdata:000000014A9EB698		                                        ; "GetObjectFromNetGUID: Server re-loading"...
.rdata:000000014A9EB6C0		                text "UTF-16LE", 'GetObjectFromNetGUID: Server re-loading object (mig'
.rdata:000000014A9EB778		                                        ; "GetObjectFromNetGUID: Async loading pac"...
.rdata:000000014A9EB7A0		                text "UTF-16LE", 'GetObjectFromNetGUID: Async loading package. Path: '
.rdata:000000014A9EB828		                                        ; "GetObjectFromNetGUID: Forced blocking l"...
.rdata:000000014A9EB850		                text "UTF-16LE", 'GetObjectFromNetGUID: Forced blocking load. Path: %'
.rdata:000000014A9EB8D8		                                        ; "GetObjectFromNetGUID: Failed to resolve"...
.rdata:000000014A9EB900		                text "UTF-16LE", 'GetObjectFromNetGUID: Failed to resolve path. FullN'
.rdata:000000014A9EB988		                                        ; "GetObjectFromNetGUID: Object is not a p"...
.rdata:000000014A9EB9B0		                text "UTF-16LE", 'GetObjectFromNetGUID: Object is not a package but s'
.rdata:000000014A9EBA58		                                        ; "GetObjectFromNetGUID: Listening to exis"...
.rdata:000000014A9EBA80		                text "UTF-16LE", 'GetObjectFromNetGUID: Listening to existing async l'
.rdata:000000014A9EBB20		                                        ; "GetObjectFromNetGUID: Blocking load of "...
.rdata:000000014A9EBB40		                text "UTF-16LE", 'GetObjectFromNetGUID: Blocking load of %s, NetGUID:'
.rdata:000000014A9EBBD0		                                        ; "GetObjectFromNetGUID: Network checksum "...
.rdata:000000014A9EBBF0		                text "UTF-16LE", 'GetObjectFromNetGUID: Network checksum mismatch. Fu'
.rdata:000000014A9EBC90		                                        ; "GetObjectFromNetGUID: Forcing object to"...
.rdata:000000014A9EBCB0		                text "UTF-16LE", 'GetObjectFromNetGUID: Forcing object to NULL since '
.rdata:000000014A9EBD60		                                        ; "GetObjectFromNetGUID: Attempt to reassi"...
.rdata:000000014A9EBD80		                text "UTF-16LE", 'GetObjectFromNetGUID: Attempt to reassign read-only'
.rdata:000000014A9EBF08		                                        ; "GenerateFullNetGUIDPath_r: Name mismatc"...
.rdata:000000014A9EBF30		                text "UTF-16LE", 'GenerateFullNetGUIDPath_r: Name mismatch! %s != %s',0
.rdata:000000014A9EC0C8		off_14A9EC0C8   dq offset aFnetguidcacheC_0 ; DATA XREF: sub_144266E10+20B↑o
.rdata:000000014A9EC0F0		aFnetguidcacheC_0:                      ; DATA XREF: .rdata:off_14A9EC0C8↑o
.rdata:000000014AA7A728		off_14AA7A728   dq offset aCachenetguidsD ; DATA XREF: sub_1444CDD30+346↑o
.rdata:000000014AA7A748		aCachenetguidsD:                        ; DATA XREF: .rdata:off_14AA7A728↑o
.rdata:000000014AB1B8E8		off_14AB1B8E8   dq offset aNmtNetguidassi ; DATA XREF: sub_14473ACC0+102↑o
.rdata:000000014AB1B910		aNmtNetguidassi:                        ; DATA XREF: .rdata:off_14AB1B8E8↑o
.rdata:000000014AD68820		                                        ; "Beacon close from invalid NetGUID"
.rdata:000000014AD68840		                text "UTF-16LE", 'Beacon close from invalid NetGUID',0
.rdata:000000014AD6A108		                text "UTF-16LE", 'NMT_BeaconNetGUIDAck',0
.rdata:000000014AD6A220		                text "UTF-16LE", 'Join failure, no actor at NetGUIDAck.',0
.rdata:000000014AD6A270		                text "UTF-16LE", 'BeaconSpawnNetGUIDAckError2',0
.rdata:000000014AD6A2B0		                text "UTF-16LE", 'Join failure, no host object at NetGUIDAck.',0
.rdata:000000014AD6A308		                text "UTF-16LE", 'BeaconSpawnNetGUIDAckError1',0
.rdata:000000014AE2C0B0		                text "UTF-16LE", ' NetGUID %s but base object is invalid.',0
.rdata:000000014AE2C958		                                        ; "Registering NetGUID in Server GuidCache"...
.rdata:000000014AE2C980		                text "UTF-16LE", 'Registering NetGUID in Server GuidCache FAILED for '
.rdata:000000014B712418		off_14B712418   dq offset aNetguid_1    ; DATA XREF: .rdata:000000014B712BB8↓o
.rdata:000000014B712BB8		                dq offset off_14B712418 ; "NetGUID"
.rdata:000000014B714D90		aNetguid_1      db 'NetGUID',0          ; DATA XREF: .rdata:off_14B712418↑o
.rdata:000000014B801DA8		aNetguid:                               ; DATA XREF: sub_146130310+5FB↑o
.rdata:000000014B85A6F8		aNetguid_0:                             ; DATA XREF: sub_1463E1DA0+748↑o
